"rules","support","confidence","lift"
"{cream cheese ,frozen meals} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{hard cheese,oil} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158
"{hard cheese,sugar} => {whole milk}",0.00122013218098627,0.705882352941177,2.7625757824021
"{hard cheese,margarine} => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{onions,butter milk} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095
"{hamburger meat,butter milk} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{hamburger meat,butter milk} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{butter milk,long life bakery product} => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{dessert,butter milk} => {whole milk}",0.00203355363497712,0.714285714285714,2.79546358933546
"{pork,butter milk} => {other vegetables}",0.00183019827147941,0.857142857142857,4.42984760903836
"{butter milk,whipped/sour cream} => {whole milk}",0.00294865277071683,0.763157894736842,2.98673215071104
"{ham,oil} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{ham,hygiene articles} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{ham,sugar} => {whole milk}",0.00132180986273513,0.722222222222222,2.82652429588363
"{ham,frozen vegetables} => {other vegetables}",0.00152516522623284,0.714285714285714,3.69153967419863
"{ham,curd} => {whole milk}",0.00183019827147941,0.75,2.93523676880223
"{sliced cheese,oil} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{onions,sliced cheese} => {other vegetables}",0.00152516522623284,0.789473684210526,4.08012279779849
"{sliced cheese,sugar} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{chicken,sliced cheese} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{whipped/sour cream,sliced cheese} => {whole milk}",0.00274529740721912,0.710526315789474,2.7807506230758
"{beef,UHT-milk} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{oil,sugar} => {whole milk}",0.0016268429079817,0.727272727272727,2.84629020005065
"{oil,long life bakery product} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{onions,waffles} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247
"{onions,long life bakery product} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{onions,long life bakery product} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{onions,white bread} => {other vegetables}",0.00172852058973055,0.708333333333333,3.66077684358031
"{onions,curd} => {whole milk}",0.00183019827147941,0.72,2.81782729805014
"{onions,butter} => {whole milk}",0.00305033045246568,0.75,2.93523676880223
"{frankfurter,berries} => {whole milk}",0.0016268429079817,0.727272727272727,2.84629020005065
"{hamburger meat,long life bakery product} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{hamburger meat,curd} => {whole milk}",0.0025419420437214,0.806451612903226,3.15616856860455
"{hamburger meat,bottled beer} => {whole milk}",0.00172852058973055,0.80952380952381,3.16819206791352
"{cream cheese ,sugar} => {whole milk}",0.00203355363497712,0.740740740740741,2.89899927782936
"{chicken,sugar} => {whole milk}",0.00183019827147941,0.72,2.81782729805014
"{domestic eggs,sugar} => {whole milk}",0.00355871886120996,0.714285714285714,2.79546358933546
"{butter,coffee} => {whole milk}",0.00335536349771225,0.702127659574468,2.74788123036804
"{butter,curd} => {whole milk}",0.00488052872394509,0.716417910447761,2.80380825676631
"{curd,domestic eggs} => {whole milk}",0.00477885104219624,0.734375,2.87408600278552
"{pork,butter} => {whole milk}",0.00386375190645653,0.703703703703704,2.75404931393789
"{root vegetables,other vegetables,specialty cheese} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{root vegetables,whole milk,specialty cheese} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{other vegetables,yogurt,specialty cheese} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908
"{turkey,tropical fruit,root vegetables} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247
"{turkey,tropical fruit,other vegetables} => {root vegetables}",0.00122013218098627,0.75,6.8808302238806
"{turkey,root vegetables,whole milk} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247
"{turkey,other vegetables,yogurt} => {whole milk}",0.00111845449923742,0.785714285714286,3.075009948269
"{turkey,whole milk,yogurt} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{root vegetables,butter,rice} => {whole milk}",0.00101677681748856,1,3.91364902506964
"{tropical fruit,other vegetables,rice} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{root vegetables,yogurt,rice} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333
"{other vegetables,yogurt,rice} => {root vegetables}",0.00142348754448399,0.736842105263158,6.76011390416339
"{root vegetables,yogurt,rice} => {whole milk}",0.00142348754448399,0.875,3.42444289693593
"{whole milk,yogurt,rice} => {root vegetables}",0.00142348754448399,0.777777777777778,7.13567578772803
"{root vegetables,other vegetables,rice} => {whole milk}",0.00183019827147941,0.818181818181818,3.20207647505698
"{root vegetables,whole milk,rice} => {other vegetables}",0.00183019827147941,0.75,3.87611665790857
"{other vegetables,yogurt,rice} => {whole milk}",0.00152516522623284,0.789473684210526,3.08972291452866
"{whole milk,yogurt,rice} => {other vegetables}",0.00152516522623284,0.833333333333333,4.30679628656507
"{root vegetables,yogurt,mayonnaise} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{tropical fruit,other vegetables,frozen dessert} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{tropical fruit,whole milk,frozen dessert} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{root vegetables,whole milk,frozen dessert} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{root vegetables,whole milk,canned vegetables} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{tropical fruit,pip fruit,frozen fish} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{pip fruit,other vegetables,frozen fish} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{pip fruit,other vegetables,frozen fish} => {whole milk}",0.00111845449923742,0.785714285714286,3.075009948269
"{pip fruit,whole milk,frozen fish} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377
"{tropical fruit,other vegetables,frozen fish} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{tropical fruit,whole milk,frozen fish} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{root vegetables,yogurt,frozen fish} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255
"{root vegetables,other vegetables,frozen fish} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{other vegetables,yogurt,frozen fish} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255
"{root vegetables,herbs,curd} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255
"{herbs,other vegetables,curd} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{root vegetables,herbs,butter} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{herbs,other vegetables,domestic eggs} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{herbs,other vegetables,fruit/vegetable juice} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{herbs,whole milk,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735
"{pip fruit,root vegetables,herbs} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{pip fruit,herbs,whole milk} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{citrus fruit,herbs,bottled water} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{citrus fruit,tropical fruit,herbs} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{citrus fruit,tropical fruit,herbs} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383
"{citrus fruit,root vegetables,herbs} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095
"{citrus fruit,root vegetables,herbs} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908
"{citrus fruit,herbs,whole milk} => {other vegetables}",0.00142348754448399,0.736842105263158,3.80811461127859
"{root vegetables,herbs,shopping bags} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377
"{herbs,other vegetables,bottled water} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105
"{herbs,other vegetables,bottled water} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{tropical fruit,root vegetables,herbs} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262
"{tropical fruit,herbs,yogurt} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{tropical fruit,herbs,other vegetables} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908
"{root vegetables,herbs,rolls/buns} => {whole milk}",0.00152516522623284,0.833333333333333,3.26137418755803
"{herbs,other vegetables,rolls/buns} => {whole milk}",0.00132180986273513,0.722222222222222,2.82652429588363
"{root vegetables,other vegetables,processed cheese} => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{root vegetables,whole milk,processed cheese} => {other vegetables}",0.00152516522623284,0.75,3.87611665790857
"{tropical fruit,yogurt,semi-finished bread} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095
"{other vegetables,frozen vegetables,detergent} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{other vegetables,whipped/sour cream,detergent} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{pip fruit,other vegetables,baking powder} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{tropical fruit,yogurt,baking powder} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892
"{other vegetables,yogurt,baking powder} => {whole milk}",0.00172852058973055,0.739130434782609,2.89269710548625
"{root vegetables,flour,sugar} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{other vegetables,flour,sugar} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255
"{other vegetables,flour,margarine} => {yogurt}",0.00101677681748856,0.714285714285714,5.12026239067055
"{other vegetables,flour,margarine} => {whole milk}",0.00111845449923742,0.785714285714286,3.075009948269
"{root vegetables,whipped/sour cream,flour} => {whole milk}",0.00172852058973055,1,3.91364902506964
"{other vegetables,whipped/sour cream,flour} => {whole milk}",0.00132180986273513,0.722222222222222,2.82652429588363
"{citrus fruit,other vegetables,flour} => {whole milk}",0.00122013218098627,0.705882352941177,2.7625757824021
"{citrus fruit,whole milk,flour} => {other vegetables}",0.00122013218098627,0.75,3.87611665790857
"{root vegetables,rolls/buns,flour} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{curd,yogurt,soft cheese} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{whole milk,curd,soft cheese} => {yogurt}",0.00111845449923742,0.785714285714286,5.63228862973761
"{whole milk,soft cheese,margarine} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{butter,soft cheese,domestic eggs} => {whole milk}",0.00101677681748856,1,3.91364902506964
"{butter,yogurt,soft cheese} => {whole milk}",0.00122013218098627,0.8,3.13091922005571
"{other vegetables,butter,soft cheese} => {whole milk}",0.00122013218098627,0.75,2.93523676880223
"{root vegetables,soft cheese,domestic eggs} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{root vegetables,soft cheese,domestic eggs} => {whole milk}",0.00101677681748856,0.833333333333333,3.26137418755803
"{yogurt,soft cheese,domestic eggs} => {whole milk}",0.00122013218098627,0.705882352941177,2.7625757824021
"{whole milk,soft cheese,fruit/vegetable juice} => {yogurt}",0.00122013218098627,0.705882352941177,5.06002400960384
"{tropical fruit,whipped/sour cream,soft cheese} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593
"{root vegetables,whipped/sour cream,soft cheese} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{root vegetables,whipped/sour cream,soft cheese} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428
"{yogurt,whipped/sour cream,soft cheese} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{citrus fruit,root vegetables,soft cheese} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"{tropical fruit,yogurt,soft cheese} => {other vegetables}",0.00142348754448399,0.736842105263158,3.80811461127859
"{tropical fruit,yogurt,soft cheese} => {whole milk}",0.00152516522623284,0.789473684210526,3.08972291452866
"{tropical fruit,whole milk,soft cheese} => {yogurt}",0.00152516522623284,0.714285714285714,5.12026239067055
"{root vegetables,other vegetables,soft cheese} => {whole milk}",0.00183019827147941,0.75,2.93523676880223
"{root vegetables,whole milk,soft cheese} => {other vegetables}",0.00183019827147941,0.782608695652174,4.04464346912198
"{tropical fruit,misc. beverages,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{pork,grapes,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{citrus fruit,grapes,fruit/vegetable juice} => {tropical fruit}",0.00111845449923742,0.846153846153846,8.06387895050686
"{grapes,other vegetables,fruit/vegetable juice} => {tropical fruit}",0.00111845449923742,0.785714285714286,7.48788759689922
"{grapes,other vegetables,fruit/vegetable juice} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{pip fruit,grapes,whole milk} => {other vegetables}",0.00122013218098627,0.705882352941177,3.64810979567865
"{tropical fruit,grapes,pastry} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{citrus fruit,grapes,other vegetables} => {tropical fruit}",0.00122013218098627,0.705882352941177,6.72708618331053
"{tropical fruit,grapes,root vegetables} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247
"{tropical fruit,grapes,yogurt} => {other vegetables}",0.00142348754448399,0.823529411764706,4.25612809495842
"{tropical fruit,grapes,whole milk} => {other vegetables}",0.00203355363497712,0.8,4.13452443510247
"{grapes,whole milk,yogurt} => {other vegetables}",0.00172852058973055,0.739130434782609,3.81994105417076
"{whole milk,whipped/sour cream,cat food} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{citrus fruit,root vegetables,cat food} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{meat,tropical fruit,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507
"{meat,root vegetables,yogurt} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836
"{meat,root vegetables,yogurt} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{curd,yogurt,frozen meals} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892
"{frankfurter,tropical fruit,frozen meals} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735
"{frankfurter,tropical fruit,frozen meals} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331
"{frankfurter,other vegetables,frozen meals} => {whole milk}",0.00122013218098627,0.8,3.13091922005571
"{tropical fruit,butter,frozen meals} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331
"{butter,yogurt,frozen meals} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{yogurt,frozen meals,fruit/vegetable juice} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{root vegetables,whipped/sour cream,frozen meals} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{whole milk,whipped/sour cream,frozen meals} => {other vegetables}",0.00122013218098627,0.75,3.87611665790857
"{tropical fruit,pip fruit,frozen meals} => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{pip fruit,yogurt,frozen meals} => {whole milk}",0.00142348754448399,0.7,2.73955431754875
"{tropical fruit,root vegetables,frozen meals} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{tropical fruit,root vegetables,frozen meals} => {whole milk}",0.00111845449923742,0.846153846153846,3.31154917505892
"{tropical fruit,frozen meals,soda} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{tropical fruit,yogurt,frozen meals} => {whole milk}",0.0016268429079817,0.8,3.13091922005571
"{tropical fruit,other vegetables,frozen meals} => {whole milk}",0.00172852058973055,0.739130434782609,2.89269710548625
"{root vegetables,yogurt,frozen meals} => {other vegetables}",0.00132180986273513,0.722222222222222,3.73255678168973
"{root vegetables,other vegetables,frozen meals} => {whole milk}",0.00183019827147941,0.72,2.81782729805014
"{butter,hard cheese,domestic eggs} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{butter,whipped/sour cream,hard cheese} => {whole milk}",0.00142348754448399,0.7,2.73955431754875
"{tropical fruit,butter,hard cheese} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{tropical fruit,butter,hard cheese} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{butter,yogurt,hard cheese} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908
"{root vegetables,hard cheese,domestic eggs} => {other vegetables}",0.00122013218098627,0.75,3.87611665790857
"{root vegetables,hard cheese,domestic eggs} => {whole milk}",0.00122013218098627,0.75,2.93523676880223
"{yogurt,hard cheese,domestic eggs} => {whole milk}",0.00122013218098627,0.705882352941177,2.7625757824021
"{tropical fruit,hard cheese,fruit/vegetable juice} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{tropical fruit,whipped/sour cream,hard cheese} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735
"{root vegetables,whipped/sour cream,hard cheese} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095
"{root vegetables,whipped/sour cream,hard cheese} => {whole milk}",0.00122013218098627,0.75,2.93523676880223
"{yogurt,whipped/sour cream,hard cheese} => {whole milk}",0.00122013218098627,0.705882352941177,2.7625757824021
"{sausage,citrus fruit,hard cheese} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{citrus fruit,whole milk,hard cheese} => {other vegetables}",0.00101677681748856,0.714285714285714,3.69153967419863
"{tropical fruit,root vegetables,hard cheese} => {whole milk}",0.00111845449923742,0.785714285714286,3.075009948269
"{tropical fruit,yogurt,hard cheese} => {whole milk}",0.00142348754448399,0.823529411764706,3.22300507946911
"{root vegetables,yogurt,hard cheese} => {whole milk}",0.00172852058973055,0.772727272727273,3.02418333755381
"{root vegetables,hard cheese,rolls/buns} => {other vegetables}",0.00101677681748856,0.769230769230769,3.97550426452161
"{other vegetables,yogurt,hard cheese} => {whole milk}",0.00203355363497712,0.714285714285714,2.79546358933546
"{dessert,butter milk,yogurt} => {whole milk}",0.00132180986273513,0.8125,3.17983983286908
"{butter milk,yogurt,cream cheese } => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{pork,whole milk,butter milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735
"{pip fruit,butter milk,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735
"{butter milk,yogurt,fruit/vegetable juice} => {other vegetables}",0.00132180986273513,0.722222222222222,3.73255678168973
